0,96
110,94
236,92
348,90
486,88
604,86
749,84
882,82
1004,80
1100,78
1226,76
1337,74
1456,72
1574,70
1707,68
1828,66
1966,64
2109,62
2261,60
2423,58
2585,56
2768,54
2956,52
3141,50
3367,48
3645,46
3888,44
4160,42
4470,40
